ID,Pred
2022_1116_1255,0.679170724
2022_1116_1260,0.657106461
2022_1116_1261,0.642510852
2022_1116_1266,0.722162852
2022_1116_1272,0.726246387
2022_1116_1274,0.727203093
2022_1116_1276,0.710030097
2022_1116_1277,0.576734109
2022_1116_1286,0.725647956
2022_1116_1293,0.433181274
2022_1116_1308,0.675927753
2022_1116_1313,0.768631558
2022_1116_1314,0.542395162
2022_1116_1323,0.614161101
2022_1116_1326,0.671826063
2022_1116_1344,0.533875962
2022_1116_1345,0.390007353
2022_1116_1350,0.736430798
2022_1116_1353,0.725449189
2022_1116_1355,0.4988321
2022_1116_1361,0.740013315
2022_1116_1362,0.740228523
2022_1116_1371,0.68594436
2022_1116_1388,0.593218536
2022_1116_1389,0.849964101
2022_1116_1394,0.79298903
2022_1116_1395,0.734999241
2022_1116_1397,0.431230314
2022_1116_1400,0.611890279
2022_1116_1403,0.487276512
2022_1116_1411,0.886301609
2022_1116_1412,0.611116794
2022_1116_1417,0.448894735
2022_1116_1425,0.532898498
2022_1116_1436,0.526795717
2022_1116_1437,0.386686634
2022_1116_1439,0.606750439
2022_1116_1458,0.4934244
2022_1116_1460,0.786476689
2022_1116_1461,0.70653293
2022_1116_1463,0.849941002
2022_1120_1124,0.502846278
2022_1120_1129,0.687916165
2022_1120_1136,0.829074828
2022_1120_1151,0.670764978
2022_1120_1159,0.709021475
2022_1120_1161,0.679271579
2022_1120_1163,0.655553371
2022_1120_1166,0.687358905
2022_1120_1168,0.812681163
2022_1120_1172,0.567187613
2022_1120_1174,0.822634118
2022_1120_1181,0.365992552
2022_1120_1209,0.866949996
2022_1120_1211,0.502290401
2022_1120_1222,0.544136068
2022_1120_1228,0.624469281
2022_1120_1231,0.634387382
2022_1120_1234,0.486520261
2022_1120_1235,0.723176301
2022_1120_1240,0.796841861
2022_1120_1242,0.410541226
2022_1120_1246,0.473659226
2022_1120_1255,0.722860029
2022_1120_1260,0.689349476
2022_1120_1261,0.666636961
2022_1120_1266,0.704788673
2022_1120_1272,0.739935538
2022_1120_1274,0.687787207
2022_1120_1276,0.688232066
2022_1120_1277,0.650955517
2022_1120_1286,0.705051781
2022_1120_1293,0.479793292
2022_1120_1308,0.660169616
2022_1120_1313,0.75090135
2022_1120_1314,0.579417086
2022_1120_1323,0.587340851
2022_1120_1326,0.635701587
2022_1120_1344,0.598687422
2022_1120_1345,0.45522164
2022_1120_1350,0.737076306
2022_1120_1353,0.743078857
2022_1120_1355,0.553836048
2022_1120_1361,0.712543198
2022_1120_1362,0.739189043
2022_1120_1371,0.700298475
2022_1120_1388,0.630811208
2022_1120_1389,0.848437769
2022_1120_1394,0.809513311
2022_1120_1395,0.77682474
2022_1120_1397,0.534621263
2022_1120_1400,0.671652458
2022_1120_1403,0.581946296
2022_1120_1411,0.844941479
2022_1120_1412,0.601396979
2022_1120_1417,0.531410229
2022_1120_1425,0.561081194
2022_1120_1436,0.549632095
2022_1120_1437,0.48788973
2022_1120_1439,0.617411239
2022_1120_1458,0.594804549
2022_1120_1460,0.820230953
2022_1120_1461,0.71706601
2022_1120_1463,0.836413522
2022_1124_1129,0.682848658
2022_1124_1136,0.820850873
2022_1124_1151,0.65836417
2022_1124_1159,0.735163967
2022_1124_1161,0.676937057
2022_1124_1163,0.647334449
2022_1124_1166,0.685416283
2022_1124_1168,0.831509485
2022_1124_1172,0.585337296
2022_1124_1174,0.75560673
2022_1124_1181,0.372626957
2022_1124_1209,0.858029986
2022_1124_1211,0.526584192
2022_1124_1222,0.585174032
2022_1124_1228,0.608726061
2022_1124_1231,0.621753568
2022_1124_1234,0.458586073
2022_1124_1235,0.726903655
2022_1124_1240,0.816470079
2022_1124_1242,0.396965313
2022_1124_1246,0.463359915
2022_1124_1255,0.722876733
2022_1124_1260,0.700457755
2022_1124_1261,0.646818501
2022_1124_1266,0.692329181
2022_1124_1272,0.679829477
2022_1124_1274,0.674850134
2022_1124_1276,0.710452856
2022_1124_1277,0.623701916
2022_1124_1286,0.699734588
2022_1124_1293,0.502255971
2022_1124_1308,0.626059848
2022_1124_1313,0.732683668
2022_1124_1314,0.522461156
2022_1124_1323,0.570931284
2022_1124_1326,0.669539296
2022_1124_1344,0.59576746
2022_1124_1345,0.440322259
2022_1124_1350,0.744115936
2022_1124_1353,0.807591334
2022_1124_1355,0.531757264
2022_1124_1361,0.71631259
2022_1124_1362,0.752030585
2022_1124_1371,0.711155628
2022_1124_1388,0.64974741
2022_1124_1389,0.8672658
2022_1124_1394,0.771560985
2022_1124_1395,0.7888614
2022_1124_1397,0.527813051
2022_1124_1400,0.663771121
2022_1124_1403,0.564229903
2022_1124_1411,0.826396478
2022_1124_1412,0.632688205
2022_1124_1417,0.50217332
2022_1124_1425,0.541231522
2022_1124_1436,0.557898387
2022_1124_1437,0.482128686
2022_1124_1439,0.626568902
2022_1124_1458,0.564156919
2022_1124_1460,0.805679063
2022_1124_1461,0.689222088
2022_1124_1463,0.851804377
2022_1129_1136,0.743182842
2022_1129_1151,0.481632598
2022_1129_1159,0.594289161
2022_1129_1161,0.48363976
2022_1129_1163,0.4815395
2022_1129_1166,0.510889143
2022_1129_1168,0.737815534
2022_1129_1172,0.424557861
2022_1129_1174,0.681263668
2022_1129_1181,0.157559593
2022_1129_1209,0.765951624
2022_1129_1211,0.398025801
2022_1129_1222,0.364220101
2022_1129_1228,0.330098731
2022_1129_1231,0.475583789
2022_1129_1234,0.295993713
2022_1129_1235,0.632388342
2022_1129_1240,0.714492869
2022_1129_1242,0.219347935
2022_1129_1246,0.228890454
2022_1129_1255,0.593007067
2022_1129_1260,0.538374269
2022_1129_1261,0.40979422
2022_1129_1266,0.535293472
2022_1129_1272,0.678352747
2022_1129_1274,0.624783173
2022_1129_1276,0.531132434
2022_1129_1277,0.422045728
2022_1129_1286,0.572936248
2022_1129_1293,0.343864489
2022_1129_1308,0.565984596
2022_1129_1313,0.630538408
2022_1129_1314,0.327206749
2022_1129_1323,0.45228642
2022_1129_1326,0.373294316
2022_1129_1344,0.371725458
2022_1129_1345,0.247673357
2022_1129_1350,0.623923986
2022_1129_1353,0.667130414
2022_1129_1355,0.412315385
2022_1129_1361,0.630282444
2022_1129_1362,0.625292832
2022_1129_1371,0.491758351
2022_1129_1388,0.482634451
2022_1129_1389,0.771087103
2022_1129_1394,0.675338389
2022_1129_1395,0.69780361
2022_1129_1397,0.312301325
2022_1129_1400,0.3767913
2022_1129_1403,0.355103034
2022_1129_1411,0.759292858
2022_1129_1412,0.483886487
2022_1129_1417,0.24199933
2022_1129_1425,0.375543689
2022_1129_1436,0.399960546
2022_1129_1437,0.24155911
2022_1129_1439,0.461414919
2022_1129_1458,0.303490432
2022_1129_1460,0.713085455
2022_1129_1461,0.597789253
2022_1129_1463,0.768557878
2022_1136_1151,0.239026339
2022_1136_1159,0.352116856
2022_1136_1161,0.291924532
2022_1136_1163,0.319859557
2022_1136_1166,0.263545569
2022_1136_1168,0.495894046
2022_1136_1172,0.212526706
2022_1136_1174,0.444504536
2022_1136_1181,0.085321252
2022_1136_1209,0.614579203
2022_1136_1211,0.173682151
2022_1136_1222,0.164953795
2022_1136_1228,0.229446476
2022_1136_1231,0.252063791
2022_1136_1234,0.114237711
2022_1136_1235,0.347965683
2022_1136_1240,0.482186099
2022_1136_1242,0.113923664
2022_1136_1246,0.103479222
2022_1136_1255,0.326698541
2022_1136_1260,0.291780669
2022_1136_1261,0.25404856
2022_1136_1266,0.288550532
2022_1136_1272,0.423632171
2022_1136_1274,0.364284345
2022_1136_1276,0.308916036
2022_1136_1277,0.258810663
2022_1136_1286,0.282366092
2022_1136_1293,0.148497831
2022_1136_1308,0.312638771
2022_1136_1313,0.369703658
2022_1136_1314,0.21599049
2022_1136_1323,0.238826802
2022_1136_1326,0.249550296
2022_1136_1344,0.220409023
2022_1136_1345,0.099343814
2022_1136_1350,0.33811192
2022_1136_1353,0.385524559
2022_1136_1355,0.140505541
2022_1136_1361,0.351109163
2022_1136_1362,0.366844029
2022_1136_1371,0.264683109
2022_1136_1388,0.243822356
2022_1136_1389,0.549826962
2022_1136_1394,0.419510829
2022_1136_1395,0.357382647
2022_1136_1397,0.163135846
2022_1136_1400,0.260841296
2022_1136_1403,0.195855156
2022_1136_1411,0.583048765
2022_1136_1412,0.236858115
2022_1136_1417,0.142791804
2022_1136_1425,0.197441193
2022_1136_1436,0.178067416
2022_1136_1437,0.161137242
2022_1136_1439,0.221872941
2022_1136_1458,0.216446415
2022_1136_1460,0.492220134
2022_1136_1461,0.314282867
2022_1136_1463,0.536726816
2022_1151_1159,0.631438939
2022_1151_1161,0.521184342
2022_1151_1163,0.524570574
2022_1151_1166,0.456427101
2022_1151_1168,0.759170854
2022_1151_1172,0.42143719
2022_1151_1174,0.705064974
2022_1151_1181,0.186840969
2022_1151_1209,0.814902318
2022_1151_1211,0.432343985
2022_1151_1222,0.387853609
2022_1151_1228,0.362566774
2022_1151_1231,0.438553798
2022_1151_1234,0.272161848
2022_1151_1235,0.473874097
2022_1151_1240,0.735127541
2022_1151_1242,0.250208937
2022_1151_1246,0.203894995
2022_1151_1255,0.581982189
2022_1151_1260,0.506379268
2022_1151_1261,0.461394994
2022_1151_1266,0.488230751
2022_1151_1272,0.594406523
2022_1151_1274,0.569278735
2022_1151_1276,0.476567066
2022_1151_1277,0.414528065
2022_1151_1286,0.56409938
2022_1151_1293,0.340725149
2022_1151_1308,0.51634581
2022_1151_1313,0.603391309
2022_1151_1314,0.34849503
2022_1151_1323,0.40371149
2022_1151_1326,0.428126584
2022_1151_1344,0.406212843
2022_1151_1345,0.258850218
2022_1151_1350,0.620874375
2022_1151_1353,0.632869152
2022_1151_1355,0.341625702
2022_1151_1361,0.55937308
2022_1151_1362,0.589249769
2022_1151_1371,0.551736933
2022_1151_1388,0.511540906
2022_1151_1389,0.786917108
2022_1151_1394,0.709448804
2022_1151_1395,0.691312867
2022_1151_1397,0.341019837
2022_1151_1400,0.399940367
2022_1151_1403,0.374862121
2022_1151_1411,0.790755853
2022_1151_1412,0.475492115
2022_1151_1417,0.283705855
2022_1151_1425,0.375648551
2022_1151_1436,0.40814948
2022_1151_1437,0.271555465
2022_1151_1439,0.443839782
2022_1151_1458,0.314006895
2022_1151_1460,0.730607375
2022_1151_1461,0.552878105
2022_1151_1463,0.80409795
2022_1159_1161,0.384829599
2022_1159_1163,0.429461836
2022_1159_1166,0.363885438
2022_1159_1168,0.643674286
2022_1159_1172,0.325286971
2022_1159_1174,0.581655946
2022_1159_1181,0.143037995
2022_1159_1209,0.74388726
2022_1159_1211,0.341998332
2022_1159_1222,0.291426847
2022_1159_1228,0.272386084
2022_1159_1231,0.331359443
2022_1159_1234,0.188111262
2022_1159_1235,0.392247871
2022_1159_1240,0.601390879
2022_1159_1242,0.160220379
2022_1159_1246,0.188044835
2022_1159_1255,0.420517625
2022_1159_1260,0.380229609
2022_1159_1261,0.385214649
2022_1159_1266,0.394340261
2022_1159_1272,0.53175684
2022_1159_1274,0.481298661
2022_1159_1276,0.433209946
2022_1159_1277,0.304502756
2022_1159_1286,0.406079075
2022_1159_1293,0.246021312
2022_1159_1308,0.41399737
2022_1159_1313,0.51911562
2022_1159_1314,0.253515066
2022_1159_1323,0.282933551
2022_1159_1326,0.354163933
2022_1159_1344,0.316455399
2022_1159_1345,0.196651369
2022_1159_1350,0.481602771
2022_1159_1353,0.598567235
2022_1159_1355,0.23692619
2022_1159_1361,0.503745996
2022_1159_1362,0.489251256
2022_1159_1371,0.400164789
2022_1159_1388,0.401491922
2022_1159_1389,0.751309797
2022_1159_1394,0.619079903
2022_1159_1395,0.559777328
2022_1159_1397,0.279355268
2022_1159_1400,0.31339471
2022_1159_1403,0.294182935
2022_1159_1411,0.732672223
2022_1159_1412,0.362675196
2022_1159_1417,0.22283465
2022_1159_1425,0.291097052
2022_1159_1436,0.283317038
2022_1159_1437,0.229591984
2022_1159_1439,0.314950024
2022_1159_1458,0.269827732
2022_1159_1460,0.633373337
2022_1159_1461,0.428272168
2022_1159_1463,0.696870538
2022_1161_1163,0.530073878
2022_1161_1166,0.558913572
2022_1161_1168,0.712110878
2022_1161_1172,0.450563036
2022_1161_1174,0.662069067
2022_1161_1181,0.230518086
2022_1161_1209,0.780647716
2022_1161_1211,0.441962031
2022_1161_1222,0.380421579
2022_1161_1228,0.390269982
2022_1161_1231,0.525147
2022_1161_1234,0.291185576
2022_1161_1235,0.633559583
2022_1161_1240,0.672768575
2022_1161_1242,0.242396919
2022_1161_1246,0.222518888
2022_1161_1255,0.563199987
2022_1161_1260,0.531914818
2022_1161_1261,0.539195238
2022_1161_1266,0.590137716
2022_1161_1272,0.652422188
2022_1161_1274,0.620488325
2022_1161_1276,0.638857867
2022_1161_1277,0.499874494
2022_1161_1286,0.530092506
2022_1161_1293,0.342929895
2022_1161_1308,0.514234139
2022_1161_1313,0.615269474
2022_1161_1314,0.469008362
2022_1161_1323,0.47409077
2022_1161_1326,0.535832612
2022_1161_1344,0.351323823
2022_1161_1345,0.251822268
2022_1161_1350,0.624487299
2022_1161_1353,0.744810762
2022_1161_1355,0.383468122
2022_1161_1361,0.649166714
2022_1161_1362,0.619827112
2022_1161_1371,0.607319761
2022_1161_1388,0.470711591
2022_1161_1389,0.783073583
2022_1161_1394,0.680823481
2022_1161_1395,0.754127192
2022_1161_1397,0.301049715
2022_1161_1400,0.523730825
2022_1161_1403,0.333038715
2022_1161_1411,0.756568341
2022_1161_1412,0.488945059
2022_1161_1417,0.293406906
2022_1161_1425,0.369197632
2022_1161_1436,0.368365085
2022_1161_1437,0.248599546
2022_1161_1439,0.529558724
2022_1161_1458,0.287933129
2022_1161_1460,0.702335401
2022_1161_1461,0.580630472
2022_1161_1463,0.774618895
2022_1163_1166,0.612902175
2022_1163_1168,0.644426024
2022_1163_1172,0.430702481
2022_1163_1174,0.633759648
2022_1163_1181,0.145164063
2022_1163_1209,0.772238825
2022_1163_1211,0.328404529
2022_1163_1222,0.359015469
2022_1163_1228,0.408277736
2022_1163_1231,0.486874889
2022_1163_1234,0.343369636
2022_1163_1235,0.611617547
2022_1163_1240,0.660504741
2022_1163_1242,0.19464252
2022_1163_1246,0.190741458
2022_1163_1255,0.543949172
2022_1163_1260,0.494515978
2022_1163_1261,0.538755054
2022_1163_1266,0.593262872
2022_1163_1272,0.626479035
2022_1163_1274,0.591669475
2022_1163_1276,0.609181666
2022_1163_1277,0.46058714
2022_1163_1286,0.551017967
2022_1163_1293,0.350223731
2022_1163_1308,0.509598451
2022_1163_1313,0.572929088
2022_1163_1314,0.373005111
2022_1163_1323,0.503252258
2022_1163_1326,0.548272241
2022_1163_1344,0.39496884
2022_1163_1345,0.223532963
2022_1163_1350,0.611112722
2022_1163_1353,0.688745847
2022_1163_1355,0.355997289
2022_1163_1361,0.598738842
2022_1163_1362,0.586441528
2022_1163_1371,0.590141346
2022_1163_1388,0.447679265
2022_1163_1389,0.730900345
2022_1163_1394,0.662059754
2022_1163_1395,0.656623186
2022_1163_1397,0.302688766
2022_1163_1400,0.490886605
2022_1163_1403,0.323101096
2022_1163_1411,0.731258938
2022_1163_1412,0.48887628
2022_1163_1417,0.248434944
2022_1163_1425,0.43154349
2022_1163_1436,0.397611234
2022_1163_1437,0.253530622
2022_1163_1439,0.510167701
2022_1163_1458,0.3014061
2022_1163_1460,0.636870921
2022_1163_1461,0.518116078
2022_1163_1463,0.69585156
2022_1166_1168,0.700281919
2022_1166_1172,0.386064026
2022_1166_1174,0.7334781
2022_1166_1181,0.199484383
2022_1166_1209,0.802047188
2022_1166_1211,0.348657204
2022_1166_1222,0.361545581
2022_1166_1228,0.394102161
2022_1166_1231,0.507316912
2022_1166_1234,0.307175476
2022_1166_1235,0.568108987
2022_1166_1240,0.738552511
2022_1166_1242,0.229867072
2022_1166_1246,0.277272111
2022_1166_1255,0.586223318
2022_1166_1260,0.522988173
2022_1166_1261,0.448873089
2022_1166_1266,0.569260218
2022_1166_1272,0.605127261
2022_1166_1274,0.587833696
2022_1166_1276,0.639077613
2022_1166_1277,0.440309864
2022_1166_1286,0.62630008
2022_1166_1293,0.278627868
2022_1166_1308,0.525326213
2022_1166_1313,0.665933058
2022_1166_1314,0.37177193
2022_1166_1323,0.457319412
2022_1166_1326,0.466912833
2022_1166_1344,0.37790972
2022_1166_1345,0.242031889
2022_1166_1350,0.647241667
2022_1166_1353,0.629150656
2022_1166_1355,0.48411663
2022_1166_1361,0.513701931
2022_1166_1362,0.645113879
2022_1166_1371,0.536625519
2022_1166_1388,0.434347617
2022_1166_1389,0.755328395
2022_1166_1394,0.733829635
2022_1166_1395,0.601598624
2022_1166_1397,0.330264578
2022_1166_1400,0.429421936
2022_1166_1403,0.360039672
2022_1166_1411,0.754617318
2022_1166_1412,0.487207636
2022_1166_1417,0.292401862
2022_1166_1425,0.346645704
2022_1166_1436,0.402097552
2022_1166_1437,0.285044516
2022_1166_1439,0.461047506
2022_1166_1458,0.355993784
2022_1166_1460,0.75197026
2022_1166_1461,0.643941174
2022_1166_1463,0.73571362
2022_1168_1172,0.223417201
2022_1168_1174,0.447225618
2022_1168_1181,0.103342333
2022_1168_1209,0.622020114
2022_1168_1211,0.182870745
2022_1168_1222,0.177131509
2022_1168_1228,0.201466428
2022_1168_1231,0.250183573
2022_1168_1234,0.137465814
2022_1168_1235,0.300604141
2022_1168_1240,0.483444872
2022_1168_1242,0.125002853
2022_1168_1246,0.131869237
2022_1168_1255,0.278489278
2022_1168_1260,0.29777649
2022_1168_1261,0.230925609
2022_1168_1266,0.308649687
2022_1168_1272,0.399896099
2022_1168_1274,0.344882687
2022_1168_1276,0.341575108
2022_1168_1277,0.280773269
2022_1168_1286,0.273739514
2022_1168_1293,0.140855836
2022_1168_1308,0.299564232
2022_1168_1313,0.401340217
2022_1168_1314,0.200884471
2022_1168_1323,0.176948339
2022_1168_1326,0.227405015
2022_1168_1344,0.245054465
2022_1168_1345,0.125737817
2022_1168_1350,0.38616071
2022_1168_1353,0.401593135
2022_1168_1355,0.148141482
2022_1168_1361,0.380549817
2022_1168_1362,0.367079578
2022_1168_1371,0.273926691
2022_1168_1388,0.304911902
2022_1168_1389,0.587568746
2022_1168_1394,0.456636258
2022_1168_1395,0.364014501
2022_1168_1397,0.178789111
2022_1168_1400,0.217591797
2022_1168_1403,0.20357581
2022_1168_1411,0.571405174
2022_1168_1412,0.242587496
2022_1168_1417,0.146036673
2022_1168_1425,0.196459023
2022_1168_1436,0.15984065
2022_1168_1437,0.135878098
2022_1168_1439,0.237817667
2022_1168_1458,0.183624826
2022_1168_1460,0.509649993
2022_1168_1461,0.315084488
2022_1168_1463,0.564303067
2022_1172_1174,0.72843794
2022_1172_1181,0.227448735
2022_1172_1209,0.846816128
2022_1172_1211,0.501266334
2022_1172_1222,0.432173847
2022_1172_1228,0.441596689
2022_1172_1231,0.605509873
2022_1172_1234,0.317340398
2022_1172_1235,0.660318704
2022_1172_1240,0.746443372
2022_1172_1242,0.272660653
2022_1172_1246,0.271206215
2022_1172_1255,0.623553827
2022_1172_1260,0.584595346
2022_1172_1261,0.517655468
2022_1172_1266,0.56313614
2022_1172_1272,0.678521761
2022_1172_1274,0.665864044
2022_1172_1276,0.666511621
2022_1172_1277,0.466545386
2022_1172_1286,0.622630903
2022_1172_1293,0.362555795
2022_1172_1308,0.594201516
2022_1172_1313,0.675832897
2022_1172_1314,0.420953462
2022_1172_1323,0.595292411
2022_1172_1326,0.515411044
2022_1172_1344,0.449214496
2022_1172_1345,0.263022448
2022_1172_1350,0.68512971
2022_1172_1353,0.802676341
2022_1172_1355,0.477914291
2022_1172_1361,0.644417624
2022_1172_1362,0.65535125
2022_1172_1371,0.633526602
2022_1172_1388,0.552108507
2022_1172_1389,0.822609704
2022_1172_1394,0.742662361
2022_1172_1395,0.72912839
2022_1172_1397,0.36452576
2022_1172_1400,0.448897718
2022_1172_1403,0.428211409
2022_1172_1411,0.837885197
2022_1172_1412,0.556153387
2022_1172_1417,0.289883913
2022_1172_1425,0.42516466
2022_1172_1436,0.506228982
2022_1172_1437,0.326293057
2022_1172_1439,0.604181239
2022_1172_1458,0.43236025
2022_1172_1460,0.750048528
2022_1172_1461,0.645266826
2022_1172_1463,0.827761447
2022_1174_1181,0.105038093
2022_1174_1209,0.657047392
2022_1174_1211,0.207692504
2022_1174_1222,0.213209729
2022_1174_1228,0.248885962
2022_1174_1231,0.282200202
2022_1174_1234,0.176896133
2022_1174_1235,0.328662776
2022_1174_1240,0.532336019
2022_1174_1242,0.128286307
2022_1174_1246,0.133114049
2022_1174_1255,0.344479221
2022_1174_1260,0.359532097
2022_1174_1261,0.259153968
2022_1174_1266,0.315791364
2022_1174_1272,0.432010639
2022_1174_1274,0.40309064
2022_1174_1276,0.349343502
2022_1174_1277,0.263169849
2022_1174_1286,0.303829086
2022_1174_1293,0.18115807
2022_1174_1308,0.359844537
2022_1174_1313,0.425083109
2022_1174_1314,0.249832421
2022_1174_1323,0.263694218
2022_1174_1326,0.249082315
2022_1174_1344,0.236876993
2022_1174_1345,0.123142326
2022_1174_1350,0.392174278
2022_1174_1353,0.486266238
2022_1174_1355,0.174604976
2022_1174_1361,0.401622459
